 유형 , 시도 , 시군 , 단지명 , 조성상태 , 지정면적 , 관리면적 , 전체면적 , 분양대상 , 분양 , 미분양 , 분양률 , 입주업체 , 가동업체 , 고용(남) , 고용(여) , 고용(계) , 누계생산(백만원) , 누계수출(천달러) 
일반,충남,천안시,천안제5 (① + ②),조성중,"2,148 ","2,148 ","1,358 ",890 ,890 ,0 ,100 ,66 ,58 ,"1,912 ",548 ,"2,460 ","450,478 ","274,589 "
일반,충남,천안시,   천안제5 ①,조성중,"1,659 ","1,659 ",869 ,554 ,554 ,0 ,100 ,47 ,45 ,"1,502 ",510 ,"2,012 ","336,123 ","263,428 "
일반,충남,천안시,   천안5(외국인) ②,조성중,489 ,489 ,489 ,336 ,336 ,0 ,100 ,19 ,13 ,410 ,38 ,448 ,"114,355 ","11,161 "
일반,충남,서산시,서산남부(구 서산도시형),미개발,878 ,878 ,588 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산제2테크노밸리,완료,"1,200 ","1,200 ",775 ,775 ,775 ,0 ,100 ,99 ,89 ,"2,848 ",787 ,"3,635 ","203,141 ","4,594 "
일반,충남,서산시,대산3,완료,539 ,539 ,453 ,453 ,453 ,0 ,100 ,12 ,12 ,83 ,6 ,89 ,"19,855 ","2,947 "
일반,충남,공주시,남공주,조성중,732 ,731 ,508 ,508 ,484 ,24 ,95 ,22 ,4 ,220 ,65 ,285 ,"39,744 ",22 
일반,충남,천안시,마정,완료,150 ,149 ,99 ,99 ,99 ,0 ,100 ,48 ,48 ,456 ,210 ,666 ,"86,400 ",0 
일반,충남,금산군,금산,완료,921 ,919 ,717 ,717 ,717 ,0 ,100 ,1 ,1 ,,,,,
일반,충남,천안시,천안LG생활건강퓨처,완료,389 ,387 ,138 ,138 ,138 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안동부바이오,조성중,334 ,334 ,229 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산탕정테크노,조성중,685 ,682 ,198 ,198 ,68 ,130 ,34 ,7 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,탕정 (① + ②),완료,505 ,505 ,100 ,100 ,61 ,39 ,61 ,10 ,6 ,90 ,45 ,135 ,"12,020 ","2,916 "
일반,충남,아산시,   탕정(산업단지) ①,완료,420 ,420 ,15 ,15 ,15 ,0 ,100 ,6 ,3 ,19 ,5 ,24 ,20 ,0 
일반,충남,아산시,   탕정(외국인) ②,완료,85 ,85 ,85 ,85 ,46 ,39 ,54 ,4 ,3 ,71 ,40 ,111 ,"12,000 ","2,916 "
일반,충남,당진시,송산2 (① + ②),조성중,"4,280 ","4,277 ","2,131 ","2,131 ","1,980 ",151 ,93 ,46 ,41 ,"1,051 ",134 ,"1,185 ","1,403,301 ","274,000 "
일반,충남,당진시,   송산2(산업단지) ①,조성중,"3,863 ","3,861 ","1,715 ","1,715 ","1,715 ",0 ,100 ,38 ,34 ,893 ,114 ,"1,007 ","1,294,000 ","274,000 "
일반,충남,당진시,   송산2(송산2중소협력외국인) ②,완료,417 ,416 ,416 ,416 ,265 ,151 ,64 ,8 ,7 ,158 ,20 ,178 ,"109,301 ",0 
일반,충남,아산시,아산스마트밸리,조성중,579 ,451 ,183 ,183 ,183 ,0 ,100 ,22 ,17 ,800 ,140 ,940 ,"128,097 ","33,999 "
일반,충남,서산시,서산오토밸리(구 서산),완료,"3,990 ","3,989 ","2,698 ","2,698 ","2,673 ",25 ,99 ,49 ,43 ,"5,604 ",394 ,"5,998 ","1,291,400 ","123,613 "
일반,충남,서산시,서산인더스밸리(구 서산2),완료,812 ,811 ,606 ,606 ,606 ,0 ,100 ,12 ,9 ,368 ,44 ,412 ,"51,712 ","6,341 "
일반,충남,서산시,씨지엔대산전력(구 엠피씨),완료,184 ,183 ,168 ,168 ,168 ,0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,보령시,웅천(구 선진),완료,686 ,686 ,482 ,482 ,207 ,275 ,43 ,16 ,6 ,54 ,38 ,92 ,"5,690 ",0 
일반,충남,아산시,아산디지털(구 음봉디지털),조성중,444 ,356 ,237 ,237 ,237 ,0 ,100 ,7 ,7 ,"1,264 ",414 ,"1,678 ","233,957 ","357,609 "
일반,충남,공주시,쌍신,미개발,227 ,227 ,138 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,염치,조성중,381 ,379 ,261 ,103 ,96 ,7 ,93 ,5 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,인주(3공구),미개발,"1,817 ","1,780 ",822 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안북부BIT,조성중,875 ,875 ,537 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,공주시,동현,미개발,301 ,301 ,205 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,성거,조성중,306 ,306 ,211 ,211 ,211 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,예산군,예산제2,조성중,"1,129 ","1,120 ",676 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안테크노파크,미개발,918 ,918 ,617 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,음봉,조성중,421 ,421 ,232 ,232 ,154 ,78 ,66 ,5 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,풍세2,미개발,345 ,345 ,233 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안제6,미개발,967 ,967 ,609 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,서산시,현대대죽2,미개발,681 ,681 ,573 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,예산군,예당2,미개발,719 ,719 ,506 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,부여군,부여,미개발,467 ,467 ,305 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,공주시,송선,미개발,317 ,318 ,223 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,서산시,대산그린컴플렉스일반산업단지,미개발,"2,261 ","2,222 ","1,429 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,케이밸리아산일반산업단지,미개발,567 ,473 ,170 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산신창일반산업단지,미개발,484 ,484 ,350 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,서산시,대산충의일반산업단지,미개발,122 ,121 ,69 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,청양군,청양일반산업단지,미개발,732 ,732 ,487 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,서산시,대산3(확장),미개발,778 ,778 ,563 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안신사일반산업단지,미개발,633 ,633 ,395 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안에코밸리,미개발,349 ,349 ,220 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,선장그린컴플렉스일반산업단지,미개발,942 ,942 ,498 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안수신일반산업단지,미개발,"1,594 ","1,593 ",737 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산리더스밸리일반산업단지,미개발,351 ,350 ,239 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,충남,태안군,태안도시첨단,완료,39 ,39 ,31 ,31 ,31 ,0 ,100 ,2 ,2 ,,,,,
도시첨단,충남,홍성군,내포도시첨단,조성중,"1,260 ","1,259 ",640 ,640 ,439 ,201 ,69 ,62 ,29 ,362 ,207 ,569 ,"94,190 ","3,543 "
도시첨단,충남,천안시,천안직산,미개발,334 ,334 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,충남,공주시,검상,완료,449 ,408 ,330 ,330 ,330 ,0 ,100 ,29 ,27 ,"1,696 ",557 ,"2,253 ","350,198 ","11,460 "
농공,충남,공주시,계룡,완료,50 ,50 ,45 ,45 ,45 ,0 ,100 ,1 ,1 ,,,,,
농공,충남,공주시,보물,완료,134 ,134 ,112 ,112 ,112 ,0 ,100 ,7 ,7 ,106 ,77 ,183 ,"30,000 ","1,000 "
농공,충남,공주시,우성(전문),완료,142 ,142 ,116 ,116 ,116 ,0 ,100 ,5 ,5 ,65 ,5 ,70 ,"300,000 ",128 
농공,충남,공주시,유구,조성중,278 ,278 ,184 ,150 ,150 ,0 ,100 ,3 ,3 ,387 ,96 ,483 ,"162,402 ","100,582 "
농공,충남,공주시,장기,완료,91 ,91 ,74 ,74 ,74 ,0 ,100 ,39 ,39 ,382 ,101 ,483 ,"61,016 ","6,494 "
농공,충남,공주시,정안2,완료,288 ,288 ,213 ,213 ,213 ,0 ,100 ,19 ,19 ,343 ,153 ,496 ,"103,274 ","16,400 "
농공,충남,공주시,월미,완료,149 ,149 ,119 ,119 ,119 ,0 ,100 ,20 ,19 ,302 ,76 ,378 ,"24,270 ","1,134 "
농공,충남,공주시,의당복합,완료,147 ,147 ,108 ,108 ,108 ,0 ,100 ,2 ,2 ,,,,,
농공,충남,논산시,가야곡,완료,186 ,186 ,145 ,145 ,145 ,0 ,100 ,17 ,16 ,382 ,172 ,554 ,"62,232 ","4,831 "
농공,충남,논산시,동산,완료,83 ,83 ,77 ,77 ,77 ,0 ,100 ,2 ,2 ,,,,,
농공,충남,논산시,양지,완료,117 ,117 ,88 ,88 ,88 ,0 ,100 ,5 ,5 ,18 ,7 ,25 ,"1,610 ",40 
농공,충남,논산시,양지제2,완료,137 ,137 ,104 ,104 ,104 ,0 ,100 ,4 ,4 ,218 ,31 ,249 ,"48,856 ","24,490 "
농공,충남,논산시,연무,완료,124 ,123 ,88 ,88 ,88 ,0 ,100 ,1 ,1 ,,,,,
농공,충남,논산시,연산,완료,81 ,81 ,59 ,59 ,59 ,0 ,100 ,12 ,12 ,91 ,45 ,136 ,"15,799 ","2,800 "
농공,충남,논산시,은진,완료,77 ,70 ,63 ,63 ,63 ,0 ,100 ,3 ,3 ,111 ,23 ,134 ,"15,229 ",108 
농공,충남,보령시,대천,완료,102 ,102 ,88 ,88 ,88 ,0 ,100 ,15 ,9 ,180 ,178 ,358 ,"140,129 ","30,374 "
농공,충남,보령시,웅천,완료,229 ,229 ,171 ,171 ,171 ,0 ,100 ,33 ,33 ,197 ,184 ,381 ,"16,690 ","1,000 "
농공,충남,보령시,웅천석재,완료,150 ,150 ,104 ,104 ,104 ,0 ,100 ,21 ,21 ,76 ,9 ,85 ,"4,708 ",0 
농공,충남,보령시,주산,완료,152 ,154 ,118 ,118 ,118 ,0 ,100 ,3 ,3 ,11 ,2 ,13 ,"7,000 ",0 
농공,충남,보령시,주포,완료,165 ,165 ,136 ,136 ,136 ,0 ,100 ,19 ,19 ,167 ,162 ,329 ,"38,000 ",0 
농공,충남,보령시,주포제2,완료,143 ,143 ,98 ,98 ,92 ,6 ,94 ,14 ,14 ,65 ,29 ,94 ,"18,470 ","3,280 "
농공,충남,보령시,청소,완료,147 ,146 ,102 ,102 ,102 ,0 ,100 ,21 ,21 ,85 ,48 ,133 ,"27,490 ",276 
농공,충남,서산시,고북,완료,125 ,124 ,94 ,94 ,94 ,0 ,100 ,12 ,9 ,85 ,14 ,99 ,"3,054 ",971 
농공,충남,서산시,명천자동차전문,완료,143 ,143 ,100 ,100 ,100 ,0 ,100 ,6 ,6 ,377 ,65 ,442 ,"50,503 ",0 
농공,충남,서산시,성연,완료,777 ,775 ,597 ,597 ,597 ,0 ,100 ,3 ,3 ,"3,351 ",363 ,"3,714 ","1,172,100 ","116,201 "
농공,충남,서산시,수석,완료,231 ,223 ,177 ,177 ,177 ,0 ,100 ,22 ,22 ,385 ,146 ,531 ,"103,421 ","86,851 "
농공,충남,아산시,도고,완료,198 ,198 ,139 ,139 ,139 ,0 ,100 ,7 ,6 ,401 ,175 ,576 ,"202,459 ","105,694 "
농공,충남,아산시,둔포,완료,74 ,73 ,69 ,69 ,69 ,0 ,100 ,3 ,3 ,191 ,151 ,342 ,"59,647 ","11,916 "
농공,충남,아산시,둔포제2,완료,116 ,116 ,106 ,106 ,106 ,0 ,100 ,3 ,3 ,849 ,96 ,945 ,"168,229 ","156,460 "
농공,충남,아산시,득산,완료,216 ,216 ,167 ,167 ,167 ,0 ,100 ,25 ,25 ,573 ,348 ,921 ,"180,353 ","2,368 "
농공,충남,아산시,배미,완료,75 ,74 ,63 ,63 ,63 ,0 ,100 ,3 ,3 ,204 ,19 ,223 ,"63,306 ","2,917 "
농공,충남,아산시,신인,완료,64 ,56 ,43 ,43 ,43 ,0 ,100 ,2 ,1 ,,,,,
농공,충남,아산시,신창,완료,56 ,56 ,43 ,43 ,43 ,0 ,100 ,6 ,6 ,178 ,160 ,338 ,"72,946 ","9,280 "
농공,충남,아산시,영인,완료,154 ,154 ,141 ,141 ,141 ,0 ,100 ,4 ,4 ,446 ,121 ,567 ,"324,071 ","47,138 "
농공,충남,아산시,탕정,완료,93 ,93 ,88 ,88 ,88 ,0 ,100 ,3 ,3 ,28 ,5 ,33 ,"16,137 ",102 
농공,충남,천안시,동면,완료,69 ,69 ,49 ,49 ,49 ,0 ,100 ,6 ,6 ,178 ,32 ,210 ,"22,932 ",16 
농공,충남,천안시,목천,완료,105 ,100 ,64 ,64 ,64 ,0 ,100 ,2 ,1 ,,,,,
농공,충남,천안시,백석,완료,350 ,350 ,296 ,296 ,296 ,0 ,100 ,120 ,120 ,"1,485 ","1,002 ","2,487 ","31,094 ","11,244 "
농공,충남,천안시,직산,완료,172 ,172 ,138 ,138 ,138 ,0 ,100 ,17 ,14 ,260 ,100 ,360 ,"92,544 ","9,948 "
농공,충남,금산군,금성,완료,222 ,221 ,169 ,169 ,169 ,0 ,100 ,24 ,23 ,291 ,189 ,480 ,"76,903 ","2,808 "
농공,충남,금산군,복수,완료,118 ,117 ,96 ,96 ,96 ,0 ,100 ,17 ,13 ,151 ,38 ,189 ,"29,340 ","7,989 "
농공,충남,금산군,인삼약초특화,완료,115 ,115 ,69 ,69 ,50 ,19 ,72 ,10 ,3 ,71 ,67 ,138 ,"49,631 ",551 
농공,충남,금산군,추부,완료,245 ,244 ,165 ,165 ,165 ,0 ,100 ,31 ,29 ,386 ,85 ,471 ,"97,288 ","2,445 "
농공,충남,당진시,당진,완료,85 ,84 ,54 ,54 ,54 ,0 ,100 ,14 ,14 ,205 ,26 ,231 ,"17,400 ",800 
농공,충남,당진시,면천,완료,139 ,138 ,105 ,105 ,105 ,0 ,100 ,10 ,10 ,481 ,37 ,518 ,"50,000 ",58 
농공,충남,당진시,석문,완료,211 ,213 ,162 ,162 ,162 ,0 ,100 ,4 ,4 ,847 ,47 ,894 ,"800,000 ","21,540 "
농공,충남,당진시,송악,완료,165 ,170 ,122 ,122 ,122 ,0 ,100 ,25 ,24 ,228 ,56 ,284 ,"168,220 ",224 
농공,충남,당진시,신평,완료,138 ,137 ,103 ,103 ,103 ,0 ,100 ,12 ,12 ,238 ,63 ,301 ,"66,060 ","1,010 "
농공,충남,당진시,한진,완료,143 ,143 ,115 ,115 ,102 ,13 ,89 ,2 ,2 ,,,,,
농공,충남,당진시,합덕,완료,109 ,108 ,73 ,73 ,73 ,0 ,100 ,27 ,23 ,177 ,138 ,315 ,"30,000 ",202 
농공,충남,서천군,서면(김가공특화),완료,79 ,85 ,45 ,45 ,33 ,12 ,73 ,7 ,7 ,42 ,117 ,159 ,684 ,80 
농공,충남,서천군,종천,완료,251 ,251 ,208 ,208 ,208 ,0 ,100 ,33 ,31 ,341 ,194 ,535 ,"55,296 ","2,216 "
농공,충남,서천군,종천2,완료,197 ,197 ,116 ,116 ,85 ,31 ,73 ,10 ,9 ,70 ,63 ,133 ,"4,038 ",402 
농공,충남,예산군,고덕,완료,159 ,158 ,136 ,136 ,136 ,0 ,100 ,3 ,3 ,186 ,17 ,203 ,"143,192 ","4,340 "
농공,충남,예산군,관작전문,완료,144 ,144 ,119 ,119 ,119 ,0 ,100 ,10 ,8 ,222 ,139 ,361 ,"25,706 ","1,524 "
농공,충남,예산군,삽교전문,완료,146 ,146 ,114 ,114 ,114 ,0 ,100 ,7 ,7 ,101 ,11 ,112 ,"35,396 ","2,906 "
농공,충남,예산군,충남동물약품수출단지(구:신암농공),완료,153 ,152 ,125 ,125 ,125 ,0 ,100 ,10 ,10 ,180 ,132 ,312 ,"138,832 ","11,820 "
농공,충남,예산군,예덕,완료,205 ,192 ,152 ,152 ,152 ,0 ,100 ,1 ,1 ,,,,,
농공,충남,예산군,예산,완료,189 ,189 ,154 ,154 ,154 ,0 ,100 ,25 ,25 ,320 ,176 ,496 ,"125,214 ","2,592 "
농공,충남,예산군,응봉,완료,151 ,150 ,130 ,130 ,130 ,0 ,100 ,6 ,6 ,445 ,63 ,508 ,"70,050 ","10,716 "
농공,충남,예산군,증곡전문,완료,145 ,144 ,94 ,94 ,94 ,0 ,100 ,2 ,2 ,,,,,
농공,충남,청양군,비봉,완료,156 ,153 ,110 ,110 ,110 ,0 ,100 ,10 ,8 ,147 ,172 ,319 ,"61,563 ","2,204 "
농공,충남,청양군,운곡,완료,149 ,140 ,88 ,88 ,88 ,0 ,100 ,12 ,10 ,84 ,23 ,107 ,"11,118 ",8 
농공,충남,청양군,정산,완료,274 ,264 ,211 ,211 ,211 ,0 ,100 ,3 ,3 ,538 ,82 ,620 ,"652,624 ","161,800 "
농공,충남,청양군,학당,완료,130 ,129 ,90 ,90 ,90 ,0 ,100 ,3 ,3 ,65 ,30 ,95 ,"26,049 ","3,419 "
농공,충남,청양군,화성,완료,144 ,139 ,108 ,108 ,108 ,0 ,100 ,20 ,19 ,114 ,34 ,148 ,"20,322 ","3,641 "
농공,충남,태안군,태안,완료,105 ,105 ,83 ,83 ,83 ,0 ,100 ,26 ,26 ,138 ,56 ,194 ,"13,600 ",610 
농공,충남,홍성군,갈산전문,완료,122 ,122 ,91 ,91 ,91 ,0 ,100 ,15 ,14 ,283 ,34 ,317 ,"50,767 ","18,872 "
농공,충남,홍성군,갈산2전문,조성중,136 ,136 ,101 ,40 ,12 ,28 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,충남,홍성군,결성전문,완료,141 ,141 ,107 ,107 ,107 ,0 ,100 ,26 ,20 ,168 ,76 ,244 ,"24,848 ","2,726 "
농공,충남,홍성군,광천,완료,145 ,145 ,105 ,105 ,105 ,0 ,100 ,14 ,14 ,149 ,29 ,178 ,"14,370 ",42 
농공,충남,홍성군,광천김특화,완료,57 ,57 ,46 ,46 ,46 ,0 ,100 ,9 ,9 ,111 ,175 ,286 ,"24,137 ","7,106 "
농공,충남,홍성군,구항,완료,167 ,167 ,124 ,124 ,124 ,0 ,100 ,9 ,7 ,223 ,45 ,268 ,"112,869 ","74,190 "
농공,충남,홍성군,은하,완료,110 ,110 ,91 ,91 ,91 ,0 ,100 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
농공,충남,홍성군,은하전문,완료,95 ,95 ,72 ,72 ,72 ,0 ,100 ,8 ,7 ,53 ,36 ,89 ,"5,104 ",863 
농공,충남,청양군,운곡2,완료,146 ,142 ,85 ,85 ,85 ,0 ,100 ,10 ,10 ,198 ,152 ,350 ,"95,968 ","3,339 "
농공,충남,공주시,월미2,완료,69 ,69 ,56 ,56 ,48 ,8 ,86 ,10 ,10 ,107 ,16 ,123 ,"16,074 ","5,362 "
농공,충남,계룡시,계룡제2,완료,192 ,192 ,124 ,124 ,111 ,13 ,90 ,23 ,23 ,323 ,173 ,496 ,"128,400 ","2,709 "
농공,충남,논산시,강경,완료,130 ,130 ,91 ,91 ,91 ,0 ,100 ,5 ,5 ,260 ,252 ,512 ,"87,660 ",0 
농공,충남,부여군,은산패션전문,완료,55 ,55 ,42 ,42 ,42 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,충남,서천군,장항원수,완료,480 ,480 ,360 ,360 ,360 ,0 ,100 ,31 ,25 ,366 ,167 ,533 ,"103,196 ","4,058 "
농공,충남,공주시,정안1,완료,159 ,159 ,131 ,131 ,131 ,0 ,100 ,19 ,19 ,266 ,75 ,341 ,"76,268 ","9,366 "
농공,충남,논산시,노성특화,완료,175 ,173 ,116 ,116 ,110 ,6 ,95 ,10 ,5 ,43 ,71 ,114 ,"25,835 ",19 
농공,충남,논산시,가야곡2,미개발,308 ,308 ,220 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,충남,부여군,은산산업단지(구 은산농공단지),완료,123 ,123 ,91 ,91 ,91 ,0 ,100 ,19 ,17 ,85 ,74 ,159 ,"7,296 ",172 
농공,충남,부여군,은산2산업단지(구 은산2농공단지),완료,227 ,226 ,139 ,139 ,139 ,0 ,100 ,11 ,9 ,78 ,47 ,125 ,"12,940 ",0 
농공,충남,부여군,임천산업단지(구 임천농공단지),완료,166 ,167 ,142 ,142 ,142 ,0 ,100 ,6 ,6 ,58 ,12 ,70 ,"18,658 ","1,054 "
농공,충남,부여군,장암산업단지(구:장암농공단지),완료,158 ,157 ,133 ,133 ,133 ,0 ,100 ,1 ,1 ,,,,,
농공,충남,부여군,홍산산업단지(구 홍산농공단지),완료,128 ,127 ,105 ,105 ,105 ,0 ,100 ,12 ,12 ,83 ,52 ,135 ,"2,504 ",30 
농공,충남,청양군,정산2,미개발,187 ,187 ,124 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,충남,보령시,청라,완료,67 ,66 ,43 ,43 ,18 ,25 ,42 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
농공,충남,공주시,제이팜스,미개발,45 ,45 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,충남,태안군,태안제2,미개발,89 ,90 ,50 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,전북,군산시,군산,완료,"13,702 ","6,828 ","5,577 ","5,577 ","5,577 ",0 ,100 ,208 ,171 ,"4,266 ",288 ,"4,554 ","1,926,707 ","441,406 "
국가,전북,군산시,군산2(구 군장지구) (① + ②),완료,"51,715 ","14,612 ","9,999 ","9,999 ","9,893 ",106 ,99 ,655 ,579 ,"8,010 ","1,490 ","9,500 ","2,788,684 ","554,750 "
국가,전북,군산시,   군산2국가산업단지(구 군장) ①,완료,"50,459 ","13,356 ","8,873 ","8,873 ","8,873 ",0 ,100 ,598 ,523 ,"6,836 ","1,124 ","7,960 ","2,113,834 ","251,947 "
국가,전북,군산시,   군산(자유무역) ②,완료,"1,256 ","1,256 ","1,126 ","1,126 ","1,020 ",106 ,91 ,57 ,56 ,"1,174 ",366 ,"1,540 ","674,850 ","302,803 "
국가,전북,익산시,익산[재생사업지구],완료,"1,336 ","1,336 ","1,097 ","1,097 ","1,097 ",0 ,100 ,319 ,261 ,"2,270 ","1,236 ","3,506 ","1,080,991 ","284,029 "
국가,전북,익산시,국가식품클러스터 (① + ②),완료,"2,322 ","2,191 ","1,497 ","1,497 ","1,211 ",286 ,81 ,205 ,133 ,945 ,776 ,"1,721 ","240,430 ","25,301 "
국가,전북,익산시,   국가식품클러스터(산업단지) ①,완료,"2,206 ","2,075 ","1,381 ","1,381 ","1,188 ",193 ,86 ,204 ,132 ,933 ,767 ,"1,700 ","239,186 ","25,301 "
국가,전북,익산시,   국가식품클러스터(중소협력외국인) ②,완료,116 ,116 ,116 ,116 ,23 ,93 ,20 ,1 ,1 ,,,,,
국가,전북,군산시,새만금지구,조성중,"18,465 ","18,463 ","10,169 ","5,503 ","4,892 ",611 ,89 ,78 ,39 ,"1,346 ",289 ,"1,635 ","460,765 ","59,729 "
국가,전북,전주시,전주탄소소재,미개발,656 ,656 ,379 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전북,군산시,군산,완료,"5,641 ","5,641 ","3,630 ","3,630 ","3,630 ",0 ,100 ,62 ,62 ,"4,610 ",264 ,"4,874 ","2,289,327 ","823,820 "
일반,전북,김제시,김제순동,완료,262 ,262 ,186 ,186 ,186 ,0 ,100 ,35 ,35 ,548 ,248 ,796 ,"356,000 ","36,000 "
일반,전북,익산시,익산제2,완료,"3,309 ","3,309 ","2,563 ","2,563 ","2,563 ",0 ,100 ,201 ,201 ,"6,544 ","1,576 ","8,120 ","493,602 ","149,044 "
일반,전북,전주시,전주제2,완료,687 ,687 ,531 ,531 ,531 ,0 ,100 ,29 ,29 ,914 ,159 ,"1,073 ","369,592 ","166,418 "
일반,전북,전주시,전주친환경첨단복합(1단계),완료,291 ,291 ,157 ,157 ,157 ,0 ,100 ,86 ,82 ,963 ,322 ,"1,285 ","122,042 ","17,010 "
일반,전북,전주시,전주시자원순환특화,완료,80 ,80 ,48 ,48 ,48 ,0 ,100 ,11 ,10 ,50 ,24 ,74 ,"26,094 ",0 
일반,전북,정읍시,정읍제1,완료,185 ,185 ,158 ,158 ,158 ,0 ,100 ,7 ,7 ,247 ,21 ,268 ,"209,211 ","2,310 "
일반,전북,정읍시,정읍제2,완료,999 ,999 ,668 ,668 ,668 ,0 ,100 ,69 ,69 ,"1,217 ",307 ,"1,524 ","435,199 ","1,764 "
일반,전북,정읍시,정읍제3,완료,"1,025 ","1,025 ",757 ,757 ,757 ,0 ,100 ,55 ,55 ,"1,346 ",537 ,"1,883 ","406,868 ","3,448 "
일반,전북,정읍시,정읍첨단과학(RFT),완료,896 ,871 ,425 ,425 ,419 ,6 ,99 ,51 ,41 ,508 ,287 ,795 ,"64,790 ","1,656 "
일반,전북,고창군,고창,조성중,837 ,837 ,611 ,587 ,233 ,354 ,40 ,3 ,3 ,25 ,12 ,37 ,"10,222 ",0 
일반,전북,부안군,부안신·재생에너지,완료,354 ,354 ,154 ,154 ,120 ,34 ,78 ,3 ,1 ,,,,,
일반,전북,완주군,완주,완료,"3,359 ","3,359 ","2,578 ","2,578 ","2,578 ",0 ,100 ,84 ,84 ,"10,249 ",667 ,"10,916 ","8,289,000 ","1,851,240 "
일반,전북,완주군,전주과학,완료,"3,074 ","3,074 ","1,798 ","1,798 ","1,798 ",0 ,100 ,222 ,220 ,"4,761 ","1,192 ","5,953 ","5,328,800 ","243,204 "
일반,전북,완주군,완주테크노밸리,완료,"1,311 ","1,311 ",970 ,970 ,970 ,0 ,100 ,123 ,119 ,"1,877 ",382 ,"2,259 ","2,490,400 ","500,060 "
일반,전북,익산시,익산제4(구 익산종합의료과학),완료,503 ,503 ,306 ,306 ,283 ,23 ,92 ,28 ,27 ,794 ,868 ,"1,662 ","2,204 ","1,576 "
